event_name,page_url,header,agent,region,time,date,anonymous_id,itinerary_id,mongo_id,user_id
Page Viewed,https://pickyourtrail.com/customize/idn/inclusions/641b65825c89210001c1965c,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:16:44 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Page Viewed,https://pickyourtrail.com/customize/idn/inclusions/activity-details/54_2_2_3-1/641b65825c89210001c1965c,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:16:38 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
View Details Clicked,https://pickyourtrail.com/customize/idn/inclusions/activity-details/54_2_2_3-1/641b65825c89210001c1965c,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:16:38 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Page Viewed,https://pickyourtrail.com/family-packages/malaysia,Malaysia Family Tour Package | Malaysia Tour Packages From India,"Mozilla/5.0 (Linux; Android 13; I2012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",,2:16:35 AM,23/03/23,56b0e3cc-2020-4d88-b69c-70c340f36715,,,
Page Viewed,https://pickyourtrail.com/family-packages/malaysia?m=pl-gcm&itineraryId=60042ee43cf08e000173daad&n=5&rc=mly&name=Awesome+itinerary+for+the+best+Family+vacation+to+Malaysia&rn=Malaysia,Malaysia Family Tour Package | Malaysia Tour Packages From India,"Mozilla/5.0 (Linux; Android 13; I2012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",,2:16:32 AM,23/03/23,56b0e3cc-2020-4d88-b69c-70c340f36715,,,
Page Viewed,https://pickyourtrail.com/customize/mle/inclusions/hotel-details/49_SEP_30Mar2023-03Apr2023/641b689a043c350001146547,4 nights to Maldives 641b689a043c350001146547 | Book Now,"Mozilla/5.0 (Linux; Android 13; IN2021) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",VANILLA,2:16:32 AM,23/03/23,deb5ad68-ef19-43e2-801b-e85f634c6cf2,641b689a043c350001146547,641b689973ec2e0001982730,7075032060
vacation card selected,https://pickyourtrail.com/family-packages/malaysia,Malaysia Family Tour Package | Malaysia Tour Packages From India,"Mozilla/5.0 (Linux; Android 13; I2012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",,2:16:32 AM,23/03/23,56b0e3cc-2020-4d88-b69c-70c340f36715,,,
Top Carousel changed,https://pickyourtrail.com/customize/mle/inclusions/641b670873ec2e00019824d6,OBLU SELECT at Sangeli - All Inclusive - Pickyourtrail,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",Maldives,2:16:31 AM,23/03/23,198c42d7-e2bb-422e-a5b5-9aecec9dd82f,641b670873ec2e00019824d6,6414be4ab009bc00013b10fd,7990661377
Page Viewed,https://pickyourtrail.com/customize/mle/inclusions/hotel-details/49_SEP_30Mar2023-03Apr2023/641b689a043c350001146547,4 nights to Maldives 641b689a043c350001146547 | Book Now,"Mozilla/5.0 (Linux; Android 13; IN2021) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",VANILLA,2:16:29 AM,23/03/23,deb5ad68-ef19-43e2-801b-e85f634c6cf2,641b689a043c350001146547,641b689973ec2e0001982730,7075032060
Page Viewed,https://pickyourtrail.com/customize/mle/inclusions/641b689a043c350001146547,4 nights to Maldives 641b689a043c350001146547 | Book Now,"Mozilla/5.0 (Linux; Android 13; IN2021) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",VANILLA,2:16:26 AM,23/03/23,deb5ad68-ef19-43e2-801b-e85f634c6cf2,641b689a043c350001146547,641b689973ec2e0001982730,7075032060
costed_page_stays clicked,https://pickyourtrail.com/customize/idn/inclusions/641b65825c89210001c1965c,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:16:22 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Page Viewed,https://pickyourtrail.com/vacations-honeymoon/maldives?utm_source=google&utm_medium=cpc&utm_campaign=Google_PPC-Search_MaldivesHMPackages-Paid-HMPackages-LP&utm_keyword=maldives%20honeymoon%20package&utm_content=14386345825&utm_feeditemid=136645491789&utm_targetid=kwd-1378506767&utm_creative=611125386604&utm_adposition=&gclid=CjwKCAjwzuqgBhAcEiwAdj5dRp3c-EgbPthxPQ9AsRjuKc7QsD60pw4J2LNxHBx2dgntNfZsCs8dyhoCmiQQAvD_BwE,Maldives Honeymoon Package: Maldives Packages for Couple,"Mozilla/5.0 (Linux; Android 10; POCO F1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",,2:16:21 AM,23/03/23,a9958ff3-b122-4f85-b148-45645dbf79a6,,,
Page Viewed,https://pickyourtrail.com/packages/dubai?m=pl-gcm&itineraryId=641416e3cd5cb80001a6cb48&n=6&rc=dxb&name=Marvellous+6+Nights+Tour+to+Dubai+&rn=Dubai,Dubai Tour Packages from India - Customized Dubai Packages,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,2:16:13 AM,23/03/23,65a463f4-79a1-4417-bdac-04fbbc80f059,,,
vacation card selected,https://pickyourtrail.com/packages/dubai?utm_source=google&utm_medium=cpc&utm_campaign=Google_PPC-Search_DubaiPackages-Paid-Packages-LP&utm_keyword=dubai%20packages%20from%20delhi&utm_content=19594115687&utm_feeditemid=145621925659&utm_targetid=aud-2123855112152:kwd-10879989526&utm_creative=645605148132&utm_adposition=&gclid=EAIaIQobChMI86yX6bPw_QIVLZFmAh1tVwtOEAAYAiAAEgLIo_D_BwE,Dubai Tour Packages from India - Customized Dubai Packages,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,2:16:13 AM,23/03/23,65a463f4-79a1-4417-bdac-04fbbc80f059,,,
Page Viewed,https://pickyourtrail.com/customize/idn/inclusions/641b65825c89210001c1965c,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:16:07 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Inclusions Modified,https://pickyourtrail.com/customize/idn/inclusions/alternate-hotels/79_SEP_30Apr2023-02May2023/641b65825c89210001c1965c/details/1773032,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:16:06 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Costing Updated,https://pickyourtrail.com/customize/idn/inclusions/alternate-hotels/79_SEP_30Apr2023-02May2023/641b65825c89210001c1965c/details/1773032,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:16:06 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Hotel Alternates Card Clicked,https://pickyourtrail.com/customize/idn/inclusions/alternate-hotels/79_SEP_30Apr2023-02May2023/641b65825c89210001c1965c/details/1773032,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:15:59 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Page Viewed,https://pickyourtrail.com/customize/idn/inclusions/alternate-hotels/79_SEP_30Apr2023-02May2023/641b65825c89210001c1965c/details/1773032,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:15:59 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Page Viewed,https://pickyourtrail.com/faq,"FAQ on Travel, Visa, Holiday & Honeymoon Packages | PickYourtrail","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",,2:15:59 AM,23/03/23,f682602e-9916-4d81-bbc0-cd93e44cc00e,,,
Bookings,,,,,2:15:58 AM,23/03/23,52a62c18-817d-4ea3-874f-e9e64a9f4ae9,,5cde96f9ae82451ea99ac808,9538448833
Page Viewed,https://pickyourtrail.com/packages/dubai?utm_source=google&utm_medium=cpc&utm_campaign=Google_PPC-Search_DubaiPackages-Paid-Packages-LP&utm_keyword=dubai%20packages%20from%20delhi&utm_content=19594115687&utm_feeditemid=145621925659&utm_targetid=aud-2123855112152:kwd-10879989526&utm_creative=645605148132&utm_adposition=&gclid=EAIaIQobChMI86yX6bPw_QIVLZFmAh1tVwtOEAAYAiAAEgLIo_D_BwE,Dubai Tour Packages from India - Customized Dubai Packages,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,2:15:57 AM,23/03/23,65a463f4-79a1-4417-bdac-04fbbc80f059,,,
Page Viewed,https://pickyourtrail.com/customize/idn/inclusions/alternate-hotels/79_SEP_30Apr2023-02May2023/641b65825c89210001c1965c,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:15:55 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Itinerary Modified,https://pickyourtrail.com/ae/customize/eur/view/edit-trip/641b68b55c89210001c19c3a,"10 nights to Luxembourg, Madrid, Athens, Santorini and Prague 641b68b55c89210001c19c3a | Book Now","Mozilla/5.0 (Linux; Android 13; CPH2449) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",EUROPE,2:15:52 AM,23/03/23,26d93674-78ba-4e52-912e-5168da5a7d27,641b68b55c89210001c19c3a,641b68b55c89210001c19c38,
Page Viewed,https://pickyourtrail.com/customize/mys_sin/view/activity-preview/184_1_1_2-1/6416169bdf5a3b00010c8c02,"7 nights to Sentosa, Singapore, Langkawi and Kuala lumpur 6416169bdf5a3b00010c8c02 | Book Now","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",SEA,2:15:49 AM,23/03/23,ccbf8062-d303-4d63-a39c-d8b4fa3adbf3,6416169bdf5a3b00010c8c02,64122033251dd00001d297ef,8056427329
AO Open Or Close,https://pickyourtrail.com/customize/mys_sin/view/activity-preview/184_1_1_2-1/6416169bdf5a3b00010c8c02,"7 nights to Sentosa, Singapore, Langkawi and Kuala lumpur 6416169bdf5a3b00010c8c02 | Book Now","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",SEA,2:15:49 AM,23/03/23,ccbf8062-d303-4d63-a39c-d8b4fa3adbf3,6416169bdf5a3b00010c8c02,64122033251dd00001d297ef,8056427329
Itinerary Modified,https://pickyourtrail.com/ae/customize/eur/view/edit-trip/641b68b55c89210001c19c3a,"10 nights to Luxembourg, Madrid, Athens, Santorini and Prague 641b68b55c89210001c19c3a | Book Now","Mozilla/5.0 (Linux; Android 13; CPH2449) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",EUROPE,2:15:49 AM,23/03/23,26d93674-78ba-4e52-912e-5168da5a7d27,641b68b55c89210001c19c3a,641b68b55c89210001c19c38,
Page Viewed,https://pickyourtrail.com/packages/seville,Seville Tour Packages | Book Seville Travel Packages at Pickyourtrail,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,2:15:48 AM,23/03/23,3b542850-d4ae-4af5-abef-323352685350,,,
Page Viewed,https://pickyourtrail.com/customize/idn/inclusions/alternate-hotels/79_SEP_30Apr2023-02May2023/641b65825c89210001c1965c/details/64,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:15:47 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Hotel Alternates Card Clicked,https://pickyourtrail.com/customize/idn/inclusions/alternate-hotels/79_SEP_30Apr2023-02May2023/641b65825c89210001c1965c/details/64,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:15:47 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Tools,,,,,2:15:41 AM,23/03/23,52a62c18-817d-4ea3-874f-e9e64a9f4ae9,,5cde96f9ae82451ea99ac808,9538448833
Page Viewed,https://pickyourtrail.com/packages/europe,Europe Tour Packages | Europe Trip Packages From India,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",,2:15:41 AM,23/03/23,bbbb85e7-8bdf-4d5e-bcdd-9f7ace512557,,,
Sorting Applied,https://pickyourtrail.com/customize/idn/inclusions/alternate-hotels/79_SEP_30Apr2023-02May2023/641b65825c89210001c1965c,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:15:40 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Page Viewed,https://pickyourtrail.com/ae/customize/eur/view/edit-trip/641b68b55c89210001c19c3a,"10 nights to Luxembourg, Madrid, Athens, Santorini and Prague 641b68b55c89210001c19c3a | Book Now","Mozilla/5.0 (Linux; Android 13; CPH2449) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",EUROPE,2:15:26 AM,23/03/23,26d93674-78ba-4e52-912e-5168da5a7d27,641b68b55c89210001c19c3a,641b68b55c89210001c19c38,
Page Viewed,https://pickyourtrail.com/customize/mly/inclusions/641b5a735c89210001c17b24,5 nights to Kota Kinabalu and Penang 641b5a735c89210001c17b24 | Book Now,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",SEA,2:15:15 AM,23/03/23,0ad9bdcc-50b6-4ca6-8323-124d9af6f773,641b5a735c89210001c17b24,,
Page Viewed,https://pickyourtrail.com/customize/mle/inclusions/hotel-details/49_SEP_30Mar2023-03Apr2023/641b689a043c350001146547,4 nights to Maldives 641b689a043c350001146547 | Book Now,"Mozilla/5.0 (Linux; Android 13; IN2021) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",VANILLA,2:15:13 AM,23/03/23,deb5ad68-ef19-43e2-801b-e85f634c6cf2,641b689a043c350001146547,641b689973ec2e0001982730,7075032060
View Details Clicked,https://pickyourtrail.com/customize/mle/inclusions/hotel-details/49_SEP_30Mar2023-03Apr2023/641b689a043c350001146547,4 nights to Maldives 641b689a043c350001146547 | Book Now,"Mozilla/5.0 (Linux; Android 13; IN2021) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",VANILLA,2:15:13 AM,23/03/23,deb5ad68-ef19-43e2-801b-e85f634c6cf2,641b689a043c350001146547,641b689973ec2e0001982730,7075032060
View Details Clicked,https://pickyourtrail.com/customize/mle/inclusions/641b689a043c350001146547,4 nights to Maldives 641b689a043c350001146547 | Book Now,"Mozilla/5.0 (Linux; Android 13; IN2021) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",VANILLA,2:15:13 AM,23/03/23,deb5ad68-ef19-43e2-801b-e85f634c6cf2,641b689a043c350001146547,641b689973ec2e0001982730,7075032060
Page Viewed,https://pickyourtrail.com/packages-from-hyderabad/bali?utm_source=google&utm_medium=cpc&utm_campaign=Google_Performance_Max_Bali&utm_keyword=&utm_content=19660348044&utm_feeditemid=&utm_targetid=&utm_creative=&utm_adposition=&gclid=CjwKCAjwzuqgBhAcEiwAdj5dRny3BowK7zhKCNIjL-ZCVSMdBRfylw9f63eq7Qb8FYi98ChETCS7lBoCERgQAvD_BwE,"Book Bali Packages From Hyderabad @ Rs.23,676","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,2:15:03 AM,23/03/23,999584fa-1278-42f9-b901-883efd18cc4c,,,
Page Viewed,https://pickyourtrail.com/customize/mly/inclusions/alternate-hotels/254_SEP_01Apr2023-04Apr2023/641b5a735c89210001c17b24,5 nights to Kota Kinabalu and Penang 641b5a735c89210001c17b24 | Book Now,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",SEA,2:14:59 AM,23/03/23,0ad9bdcc-50b6-4ca6-8323-124d9af6f773,641b5a735c89210001c17b24,,
Page Viewed,https://pickyourtrail.com/packages-from-hyderabad/bali?m=pl-gcm&itineraryId=6232f4a28552650001a9df5d&n=9&rc=idn&name=Classic+9+Nights+Bali+Packages+from+Hyderabad&rn=Bali,"Book Bali Packages From Hyderabad @ Rs.23,676","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,2:14:57 AM,23/03/23,999584fa-1278-42f9-b901-883efd18cc4c,,,
Change Clicked,https://pickyourtrail.com/customize/idn/inclusions/641b65825c89210001c1965c,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:14:56 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Page Viewed,https://pickyourtrail.com/customize/idn/inclusions/alternate-hotels/79_SEP_30Apr2023-02May2023/641b65825c89210001c1965c,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:14:56 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
Page Viewed,https://pickyourtrail.com/packages/europe,Europe Tour Packages | Europe Trip Packages From India,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,2:14:55 AM,23/03/23,3b542850-d4ae-4af5-abef-323352685350,,,
vacation card selected,https://pickyourtrail.com/packages-from-hyderabad/bali?utm_source=google&utm_medium=cpc&utm_campaign=Google_Performance_Max_Bali&utm_keyword=&utm_content=19660348044&utm_feeditemid=&utm_targetid=&utm_creative=&utm_adposition=&gclid=CjwKCAjwzuqgBhAcEiwAdj5dRny3BowK7zhKCNIjL-ZCVSMdBRfylw9f63eq7Qb8FYi98ChETCS7lBoCERgQAvD_BwE,"Book Bali Packages From Hyderabad @ Rs.23,676","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",,2:14:55 AM,23/03/23,999584fa-1278-42f9-b901-883efd18cc4c,,,
Page Viewed,https://pickyourtrail.com/customize/mle/inclusions/641b689a043c350001146547,4 nights to Maldives 641b689a043c350001146547 | Book Now,"Mozilla/5.0 (Linux; Android 13; IN2021) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",VANILLA,2:14:55 AM,23/03/23,deb5ad68-ef19-43e2-801b-e85f634c6cf2,641b689a043c350001146547,641b689973ec2e0001982730,7075032060
Page Viewed,https://pickyourtrail.com/customize/mle/inclusions/split-price/641b689a043c350001146547,4 nights to Maldives 641b689a043c350001146547 | Book Now,"Mozilla/5.0 (Linux; Android 13; IN2021) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",VANILLA,2:14:53 AM,23/03/23,deb5ad68-ef19-43e2-801b-e85f634c6cf2,641b689a043c350001146547,641b689973ec2e0001982730,7075032060
Page Viewed,https://pickyourtrail.com/vacations-honeymoon/bali,,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/111.0.5563.72 Mobile/15E148 Safari/604.1",,2:14:50 AM,23/03/23,7c990160-23fd-448e-8bdd-3b1fc0ba9f63,,,
Itinerary Created,https://pickyourtrail.com/ae/customize/eur/view/641b68b55c89210001c19c3a,Plan a Vacation - Search from Over 3000 Cities Across the World,"Mozilla/5.0 (Linux; Android 13; CPH2449) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36",,2:14:48 AM,23/03/23,26d93674-78ba-4e52-912e-5168da5a7d27,,641b68b55c89210001c19c38,
Page Viewed,https://pickyourtrail.com/customize/mly/inclusions/hotel-details/254_SEP_01Apr2023-04Apr2023/641b5a735c89210001c17b24,5 nights to Kota Kinabalu and Penang 641b5a735c89210001c17b24 | Book Now,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",SEA,2:14:46 AM,23/03/23,0ad9bdcc-50b6-4ca6-8323-124d9af6f773,641b5a735c89210001c17b24,,
View Details Clicked,https://pickyourtrail.com/customize/mly/inclusions/641b5a735c89210001c17b24,5 nights to Kota Kinabalu and Penang 641b5a735c89210001c17b24 | Book Now,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",SEA,2:14:46 AM,23/03/23,0ad9bdcc-50b6-4ca6-8323-124d9af6f773,641b5a735c89210001c17b24,,
Page Viewed,https://pickyourtrail.com/customize/idn/inclusions/641b65825c89210001c1965c,"4 nights to Sanur, Nusa Dua and Ubud 641b65825c89210001c1965c | Book Now","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",SEA,2:14:45 AM,23/03/23,ddcf7943-d4c3-41f9-ac4d-c210273f4525,641b65825c89210001c1965c,641b34e55c89210001bfd8c6,9176808505
AO Open Or Close,https://pickyourtrail.com/customize/mys_sin/view/6416169bdf5a3b00010c8c02,"7 nights to Sentosa, Singapore, Langkawi and Kuala lumpur 6416169bdf5a3b00010c8c02 | Book Now","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",SEA,2:14:45 AM,23/03/23,ccbf8062-d303-4d63-a39c-d8b4fa3adbf3,6416169bdf5a3b00010c8c02,64122033251dd00001d297ef,8056427329
Page Viewed,https://pickyourtrail.com/customize/mys_sin/view/6416169bdf5a3b00010c8c02,"7 nights to Sentosa, Singapore, Langkawi and Kuala lumpur 6416169bdf5a3b00010c8c02 | Book Now","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",SEA,2:14:45 AM,23/03/23,ccbf8062-d303-4d63-a39c-d8b4fa3adbf3,6416169bdf5a3b00010c8c02,64122033251dd00001d297ef,8056427329
Page Viewed,https://pickyourtrail.com/packages/europe?m=pl-gcm&itineraryId=602f86d4a681790001e2d4d7&n=13&rc=eur&name=A+13+Night+Europe+Tour+Package+from+India&rn=Europe,Europe Tour Packages | Europe Trip Packages From India,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",,2:14:44 AM,23/03/23,3b542850-d4ae-4af5-abef-323352685350,,,
